	평점	일시	감상평
3795	10	2020.01.05 00:13	전세계인들이 꼭 봐야한다.일본은 비열하고 비겁한 미개한 민족인게 만천하에 드러나야함
3796	8	2020.01.04 15:05	실화를 좋아하는 한사람으로 실화적 스토리자체가 주는 묵직함에 연출과 연기 영상미가 더해져 감동을주는 영화로서 sf나 비현실적 스토리를 짜맞춰서 제작비와 거물급배우로 어떻게 한번해보려는 허구심 버리세요~그런영화 흥행이되더라도 단순 오락일뿐 남는거 없다는거 다음날이면 바로알죠~실화는 그자체가 어찌됐건 살실이니까~재밋으면 더좋고 뭐~그런거죠 
3797	10	2020.01.04 14:51	간만에 극장에서 꼭 봐야할 영화한국쓰레기 영화 국뽕 그만좀 ㅜㅜ
3798	10	2020.01.04 13:29	팩트는 제국해군, 미합중국해군 둘 다 개똥 퍼질렀다는거. 행운의 여신이 미국 편을 들어줬을 뿐
3799	10	2020.01.04 09:51	
3800	10	2020.01.04 09:00	
3801	10	2020.01.04 01:12	
3802	7	2020.01.04 01:09	자루하고 편집 부족.  그냥 아어줕란 영화.  전투씬 그래픽 전부인
3803	10	2020.01.04 00:27	백두산은 전형적인 한국영화지 알맹이없고 억지영화ㅋㅋㅋㅋ미드웨이 개 꿀잼!!!
3804	10	2020.01.03 23:01	진짜 백두산영화는 북한미화ㅋ 백두산 그딴거 보지말고미드웨이보세요영화보고 감격해서담날 아부지랑 보려구여
3805	10	2020.01.03 22:37	세계최초로미국과맞짱뜬나라일본 절대로일본우습게보지말자 방심하는순간그들은본성을드러낼것이다 좋은교훈도준영화였다
3806	10	2020.01.03 17:58	실화를 바탕으로 한 영화로 역사적 고증이 빈틈없이 잘된듯함. 짧은??러닝 타임에 많은 것을 보여주려해서 태평양 전쟁의 서막과 진행을 모르면 흐름 이해가 힘들 수 있지만 당시 전쟁사를 가감없이 보여준 영화인듯. 대사 한마디 한마디에 그 당시 두 나라의 지휘관의 스타일이나 무기상황을 보여주는데 짧은 시간에  스쳐가서 찾아내기 힘들듯 함. 영화보기전 유튜브 미드웨이해전을 한번 보고 관람하면 재미가 두 배는 더 재미있을 듯 함.전쟁영화를 좋아하시는 분에겐 강추입니다~^^ 
3807	10	2020.01.03 17:57	주인공의 이름 [ DICK best ]
3808	10	2020.01.03 17:53	진주만도 너무 재밌게 봤는데, 말로 표현이 안될만큼 멋진 영화였습니다.
3809	10	2020.01.03 17:37	이 영화는 생각없는 꼴페미가 좀보고 느껴라.. 남자들이 얼마나 고생했었는지
3810	10	2020.01.03 17:31	
3811	10	2020.01.03 14:55	막판에 쪽발군 미화되는 느낌이 살짝 느껴질수도 잇지만 쪽발군 뚜까패는 재미가 잇기에 꿀잼
3812	10	2020.01.03 08:47	슬픈 전쟁의 역사를 알 수 있는 최고의 영화였어요.끝에 감동과 눈물도..과거에도 그랬고 현재, 미래에도 전쟁은 절대 일어나서는 안되요.강추합니다!!!
3813	9	2020.01.03 02:28	재밌다 흠 전쟁영화중 기억에 남는 영화가 될듯화장실 급한데 화장실 못가서 더욱더 긴장이 넘쳤다
3814	5	2020.01.03 01:17	극장용 영화 4dx 효과 많아서 덜 지루했다.
3815	10	2020.01.02 23:58	1시간동안 잼나게 보다가 마눌님이 배아프다고 해서 중도에 집으로 갔네요 아...ㅠㅠ;;;; 혼자서 다시 봐야겠군 ㅡㅡ^
3816	6	2020.01.02 22:41	스토리가 개연성이 없는 50년대 프로간다를 보는줄 알았습니다. 영화관에서 봤는데 진짜 실망입니다.스토리 갖다버리고 그래픽만 좋아진 진주만 하위호환 입니다
3817	10	2020.01.02 22:25	일본 뚝배기깨는 내용은 언제나 환영
3818	6	2020.01.02 22:16	슈우우우웅 푸파파파팡팡 슈우우웅 따따따따 인커밍!!! 파파파팡파팡 슈우웅웅 펑펑펑펑ㅊ펑. 딱 킬링타임
3819	10	2020.01.02 18:01	미드웨이 해전 운명의 5분 장면은 날 미소짓게 만드는 군
3820	8	2020.01.02 16:11	킬링타임용으로 볼만했어요
3821	10	2020.01.02 13:10	진짜 최고에요 너무 재밌게봤어요!!!
3822	10	2020.01.02 12:23	씨지 오짐그리고 약간의 쫄깃함이 아님 그냥 쫄깃함. 전쟁사 관심있는 분들은 진짜 좋아할 영화다.
3823	9	2020.01.02 12:16	영화 꼭 보세요! 후회 안합니다!!
3824	8	2020.01.02 12:12	한국은 이런영화 못만듬 ㄹㅇ루다가
3825	10	2020.01.02 11:23	너무 재밌고 유익한 영화입니다! 너무 잘 만든 영화입니다!
3826	10	2020.01.02 11:01	너무 재밌고 유익한 영화입니다! 너무 잘 만든 영화입니다!
3827	10	2020.01.02 10:54	실화라서 더 재밌네요~ㅋ ( 이런 느낌의 댓글이었구나~ 하고 알게되네 ㅋㅋ )
3828	10	2020.01.02 10:51	운명의 5분 전투신에서는 진짜 소오름 돋았음...지금 생각만해도 소름이 돋네;;;  USS소속 16번함 아라시에게 경례!
3829	7	2020.01.02 09:54	중간 좀 늘어지는 부분도 있고 중국자본이 들어 갔지만 전투장면은 볼만하다
3830	10	2020.01.02 04:22	일본놈 신나게 뚜들겨팹니다. 결국 이 전투로 우리도 해방되었다고 봐야죠
3831	10	2020.01.02 03:29	역사적 사실에 입각한 군인들의 생생한 국가관과 국가에 대한 희생 정신이 주저없이 발휘되는 영화~~~오늘 이 나라 대한민국에는 이러한 정신이 존재할까?!
3832	8	2020.01.02 01:57	영화관에서 영상미 감상하기에 최고임
3833	9	2020.01.02 01:56	시간가는 줄 몰랐음
3834	10	2020.01.02 01:54	진주만 이상으로 재밋엇음
3835	10	2020.01.02 01:46	이거진짜 시간가는줄 모르고봄
3836	9	2020.01.01 22:14	그냥 전쟁영화 그이상 그이하도 아니였음
3837	10	2020.01.01 21:51	미뽕에 찹니다. 최고의 영화
3838	9	2020.01.01 18:44	약간 지루한 부분이 있지만 재밌게 본다
3839	10	2020.01.01 18:40	이제 전쟁 영화는 미드웨이 전과후로 ....
3840	9	2020.01.01 18:12	올해본 영화중에 가장 영화다운 영화였음
3841	10	2020.01.01 18:05	간만에 영화같은 걸 봤네
3842	10	2020.01.01 18:04	미국의이순신 나름재밋음
3843	10	2020.01.01 16:26	
3844	8	2020.01.01 16:01	이정도면 추천!  재밌습니다.
3845	10	2020.01.01 13:46	빠른 전개에 스케일이 압도적인 대작입니다!
3846	10	2020.01.01 13:33	아카기 터뜨리는거 끝내주더라
3847	9	2020.01.01 13:18	기자와 평론가분들은 이런 영화 평점 높게 주는걸 못봤지 졸라 재미없는 영화만 평점 높게 주고 이해할 수가 없네미드웨이 전투부터 어느 비행부대가 어디를 노린다는게 좀 햇갈릴 수 있으니 미드웨이 전투 부터 집중하셔야 합니다. 
3848	10	2020.01.01 12:40	조조로 재밌게봤습니다
3849	10	2020.01.01 12:35	
3850	10	2020.01.01 12:25	
3851	10	2020.01.01 12:03	진짜 잼있었어. 실제 전쟁영웅들이 등장해서 더 와닿았고...  다만 중국자본이 들어간거 같던데, 일본넘들을 너무 장렬하고 멋지게 묘사해놔서 의외였음
3852	9	2020.01.01 11:52	전쟁영화 지루해서 안좋아하는데 생각보다 많이 괜찮네요 오늘이 평생 생각날것이다 올해 첫날 영화로 맘을 다잡는데 괜찮은 영화
3853	10	2020.01.01 11:50	진주만 보고나서 봐야 함.
3854	7	2020.01.01 10:13	뻔한 미국 전쟁영화그래도 액션씬은 화려하고 좋았음
3855	10	2020.01.01 01:46	전쟁씬만나온다고  같이 간 엄마는 안좋아하셨는데  전 재밌었어요  몰입해서  열심히봄
3856	10	2019.12.31 23:03	
3857	9	2019.12.31 22:57	
3858	10	2019.12.31 22:56	
3859	8	2019.12.31 22:52	
3860	10	2019.12.31 22:27	월드오브쉽유저 지나감
3861	10	2019.12.31 22:07	
3862	10	2019.12.31 21:48	의도적인 신파없고 군더더기 없는 깔끔한 영화.그들의 충성심에 경의를 표합니다.
3863	10	2019.12.31 21:43	
3864	10	2019.12.31 21:39	최고아닌가...관람전 이지만...너무 기다렸던 미드웨이 해전...
3865	10	2019.12.31 21:37	
3866	9	2019.12.31 21:36	착쪽죽쪽착한 쪽바리는 죽은 쪽바리
3867	10	2019.12.31 21:28	
3868	10	2019.12.31 21:27	기본에 충실한 고증 영화
3869	10	2019.12.31 20:44	미드웨이! 2019년의 마지막을 화끈하게 마무리할 수 있게 해줘서 고맙다!국내 영화계는 이런 레밸의 영화는 언제쯤 제작할 수 있을까? 아마도 힘들 것이다. 온통 정치색에 어제도 오늘도 내일도 이념영화만 만드니 안타깝기만하다. 영화는 이 미드웨이해전이 역사적으로 얼마나 중요한 전쟁이었던가를상기시켜주고 있다. 이 전쟁이 미국의 승리로 끝났다는 것은 대한민국과 국민들에게 선물이었다는 것을 다시 한번 깨닫게 되었다.  전쟁씬부터 배우들의 연기력까지 정말 후회하지 않는 최고의 영화가 될 것이다. 
3870	6	2019.12.31 17:48	볼만한듯한데 계속 전투의연속이라 지루함도 살짝?
3871	8	2019.12.31 17:21	헐리우드 MSG가 다소 있었지만 역사영화다운 면모도 있었다.
3872	10	2019.12.31 17:18	팡팡터지는게 재미있습니다
3873	10	2019.12.31 17:14	꼭 봐야하는 영화..보는내내 전율
3874	10	2019.12.31 17:13	오늘 보고 왔는데 재밌게 보고 왔네요 ㅎㅎ
3875	10	2019.12.31 17:12	영상미가 압권이 영화 완전 재미있음
3876	9	2019.12.31 15:40	야비한 일본을 좀더 표현하길. 원햇는데 약간 다큐 같은 느낌
3877	10	2019.12.31 14:42	스포일러 없지롱진짜 재밌음 마지막에 그냥 갑자기 가슴에 뭔가 울려서 운 영화
3878	9	2019.12.31 14:30	백두산 보다 훨 낫다 별점 테러 하는 넘들 쪽국 앞잡이임 영상미랑 연기 세계사적 의의 넘 조타
3879	10	2019.12.31 14:21	일본놈들 개작살나는거 너무 통쾌합니다. 아이러니하게도 저런 미군들 덕에 독립한 대한민국인데 백두산에선 미군이 악으로 나오더군요 ^^
3880	10	2019.12.31 13:51	고민 하지말고 그냥 보세요 댓글알바 아닙니다. 후회 안합니다
3881	10	2019.12.31 12:13	한국영화 치우고 좀 넣자 일본좋아하지만 이건 다 알아야함
3882	8	2019.12.31 11:44	재미만 있구만 평론가 뭐냐 미국덕에 왜구 물리치고 미국덕에 공산당 몰아냈네
3883	6	2020.05.15 04:25	주제가 주제인지라 재미없기가 힘든데..솔직히 미국인들이 국뽕 들이키고 보기좋은 영화정도인듯..6점..많이줫다
3884	10	2020.03.22 11:22	내가 본 전쟁영황중 최고
3885	10	2020.03.14 02:14	진주만도 훌륭하지만, 로맨스가 많이 가미되었다면, 미드웨이는 더 역사적 스토리와 남자들의 이야기가 강했다.전투씬도 웅장하고,역시 서사적인 할리우드영화답다.
3886	10	2020.03.10 11:22	일본은 착한 사람만 뜰채로 걷어내고.. 완전히 가라 앉혀야 할 악마의 국가!
3887	10	2020.03.07 13:26	내 인생 영화. 나는 미드웨이가 어벤져스보다 재미있었음.
3888	10	2020.03.02 08:24	그냥개쩐다무조건봐라
3889	5	2020.02.02 21:49	백두산이 재미 없어 비교적 재밌다고 평이 난 영화...한국영화 반성해라 이딴거에도 밀리냐..크리스토퍼놀란 감독의 연출을 따라하려다 중학교 학예회 수준의 각본을 쓰고 고등학교 과제수준의 CG와 연기로 찍었음.
3890	3	2020.02.01 23:47	긴장감, 볼거리, 재미  모두 부족. 지루함만 가득.
3891	10	2020.01.31 03:03	백두산같은 북한 미화 영화보다 훨씬 가치 있는 영화. 광복에 더 가까이 가게 만든 전투. 택시운전사, 1987, 변호인같은 영화보다 훨씬 가치있는 영화
3892	10	2020.01.31 01:47	아나 망할 한국영화는 극장에 죄다 올려놓고 이런 수작은 빼버리냐 이건 극장에서 봤어야 했는데 감히 우리집 iptv로 볼게 아니었다. 오늘 볼라고 대기중이었는데 하... 아 진짜 망할 한국영화 그만좀 만들고 이런거좀 상영하자. 실제 미드웨이해전 없었으면 우리나라 광복이 멀어졌을지도 모르는데... 
3893	10	2020.01.29 22:14	
3894	10	2020.01.22 00:53	사랑합니다 해군인데 해군뽕 갑자기 옵니다
3895	10	2020.01.21 23:37	말이 필요없음 최고임
3896	10	2020.01.21 21:15	미드웨이 해전.. 기억하겠습니다. 영화 보는 내내 레이튼 정보장교와 친구 로슈포르가 대단하다고 느낌. 체스터 W.니미츠도 끝까지 레이튼 믿어준것도 대단.. 리처드 딕 베스트 &#34;해군십자장 받음, 해군 역사상 하루에 적 항공모함 여러 척 명중시킨 건 베스트 포함 2명뿐, 용맹과 투지를 보이고, 개인의 안위를 돌보지 않음으로 태평양 전쟁 향방 바꿈. 다시 비행하지 못함.&#34; 각종 비행 전투기와 항공모함들의 포격신 스케일이 장난 아니었음... 어딜가든 일본이 문제다. 너희들이 말하는 천황폐하? 사무라이정신? 개나줘버려라 
3897	10	2020.01.21 01:49	보는내내 숨막히는 전율, 감정이입이 되면서 너무나 마음 아팠던 영화.
3898	10	2020.01.21 01:49	최고다 다시보고싶다.
3899	10	2020.01.21 00:54	두말이 필요없다 영화관에서 안보고 노트북 휴대폰으로 보면 후회하는 영화
3900	10	2020.01.20 18:17	공군영화로서 매우 재미있습니다 꼭보세용
3901	9	2020.01.20 13:49	극장에서 공군인 미군현역분들과 뒷자리에서 봤다.. 그래서 인지 더 실감났던거 같다. 역사 공부를 한번 더 한뒤다시 봐야 할것 같다.
3902	10	2020.01.20 11:07	오랜만에 제대로된 전쟁 영화봤습니다. 제가 다 전쟁하는줄 알았네요. 무슨말이 필요합니까?
3903	10	2020.01.20 10:31	이런 중요한 영화를 많이 봐야할텐데..
3904	4	2020.01.20 03:13	연출 개구리다.연결 뚝뚝 끊기고, 누가 적이고 누가 아군인지도 모르게끔 투박하게 연결된 샷들, 별 내용도 없는 장면과 대화들 자주 끼어들어서 너무 산만함. 대격돌을 앞에 두고 긴장감도 없고 박진감도 없다.어떻게 이런 실전실화를 이렇게 초밍밍하고 지루하게 만들수 있을까 궁금해서 감독을 찾아보니 롤랜드 애머리인거 보고 고개를 끄덕끄덕, 
3905	10	2020.01.20 02:47	최고중에 최고구만
3906	4	2020.01.20 02:45	최고중에 최고구만
3907	10	2020.01.20 00:12	우리나라에서 이런 영화 나왔으면 대작이라고 언론에서 물고빨고 난리 났을꺼임. 진주만에서 느꼈던 감동과 부족함을 미드웨이에서 채울수 있었음.
3908	10	2020.01.19 21:05	역사를 알고보니 정말 재밌었다 전쟁신을 보며 영화관에서 보길 잘했다 싶었음
3909	10	2020.01.19 18:56	역사에 관심을 가져야합니다
3910	10	2020.01.19 18:07	너무 재밌어요 시간가는줄 몰랐고 감동까지ㅠㅠ
3911	10	2020.01.18 01:43	액션으로썬 볼만한 영화다
3912	10	2020.01.16 15:21	이영화는 일본미국 어느한나라를 지지하는 영화가 아니다.자신의 나라를 위해 싸운 군인들을 위한 영화이다
3913	10	2020.01.16 15:11	일본의 독기는 늘 경계해야 한다. 우리나라가 더 강해지려면!
3914	10	2020.01.16 12:57	이런 영화가 천만이 넘어야지 아휴 !
3915	10	2020.01.16 08:35	너무 재밌어요!!!!
3916	10	2020.01.15 21:10	
3917	8	2020.01.15 08:30	걍 그저그렇네...진주만이 더 좋았다능...
3918	10	2020.01.14 18:24	영화 시작되지도 않았는데 1점 평점테러하는 개념없는 넘들과 4점 주는 평식이 같은 같잖은 평론가들 때문에 10점 준다. 입이 떡 벌어질만큼의 영상미와 연출은 더할나위없이 훌륭하다. 제발 좀 영화 좀 보고 판단해라.
3919	10	2020.01.14 17:56	진짜 완벽  영화,, 꼭 보세요
3920	10	2020.01.14 16:59	이건 뭐 너무 재밌자나...ㅠ.ㅠ극장에서 안보면 후회할 영화..집에서 보면 전투기 1인칭 시점을 제대로 느낄 수 없음!
3921	6	2020.01.14 15:53	좋은소재 봐야할이야기 하지만 cg가 다망침
3922	10	2020.01.14 15:19	손에 땀나는 영화....
3923	10	2020.01.14 15:10	
3924	10	2020.01.14 14:44	영화 진주만을 좋아했는데 이어보기 느낌으로 정말 인상깊게 봤습니다
3925	10	2020.01.14 14:37	액션 블록버스터의 거장 롤랜드 에머리히 감독의 연출, 배우들의 훌륭한 연기, 실화를 바탕으로 만든 스토리, 스크린에서 한시도 눈을 뗄 수 없게 만드는 영상미, 감동적인 OST 까지.. 정말 말이 필요 없는 수작이네요~! 롤랜드 에머리히 감독의 다음 작품이 기대됩니다~! 
3926	10	2020.01.14 12:24	전쟁 영화중 잘만든영화. 영상미. 연기 다좋았어요
3927	10	2020.01.14 12:22	
3928	10	2020.01.14 11:36	
3929	10	2020.01.14 02:45	
3930	10	2020.01.14 02:29	
3931	10	2020.01.13 22:28	라멜라 연기 잘하네ㅋㅋㅋㅋ
